"rep","cell","grouping","S_dec","S_edge","tr_OmMLE","df_edge","S_dec_unc","tr_OmK","p_dec","p_edge","df_M","trV_M","v_hat","r2_hat","gamma_hat","df_F","trV_F","trW","norm_bhat","norm_btilde"
4,"A_n500_p5_lam100","oracle",10.4887675850933,0.724837862502332,7.94762957810926,2.01995093009225,26.3263750361128,8.16607228432872,0.227295211238766,0.707517247695815,3.7354600242907,117.826057456039,0.235652114912078,0.218790227156052,0.0317031741954397,6,117.295333434943,118.705511784165,0.440403137320376,0.802446783816938
4,"A_n500_p5_lam100","debiased",9.63981472347997,0.245885335405823,7.99231750304576,2.02569661619144,27.6978217109633,8.19683685016263,0.289949396803433,0.900737466738424,3.7354600242907,117.826057456039,0.235652114912078,0.218790227156052,0.0317031741954397,6,117.295333434943,118.705511784165,0.440403137320376,0.802446783816938
5,"A_n500_p5_lam100","random",1.0291517793521,0.132398217976977,7.98899436666979,2.01334833360595,11.4094675979363,8.19494174293127,0.998187474898941,0.947420546944068,3.7247143285174,119.113254021213,0.238226508042427,0.226581555687733,0.0312703599538474,6,118.570723618346,120.003439894496,0.373012282340736,0.680155525719483
5,"A_n500_p5_lam100","oracle",8.4570929595914,0.344227872817424,7.95243153143363,2.01868250939461,18.3770453201612,8.16644881556667,0.38535139155347,0.853308225112683,3.7247143285174,119.113254021213,0.238226508042427,0.226581555687733,0.0312703599538474,6,118.570723618346,120.003439894496,0.373012282340736,0.680155525719483
5,"A_n500_p5_lam100","debiased",2.36258610504128,0.13352520141707,7.98209795628307,2.01507328263364,12.4243640651223,8.18972967135864,0.968360092695313,0.947026765360541,3.7247143285174,119.113254021213,0.238226508042427,0.226581555687733,0.0312703599538474,6,118.570723618346,120.003439894496,0.373012282340736,0.680155525719483
6,"A_n500_p5_lam100","random",2.69840471059825,1.09115573848055,7.97132428095845,2.02584223864486,13.1806976670104,8.19153691353606,0.952604205546981,0.588916952389466,3.73368059582917,120.389155583969,0.240778311167938,0.231265389417731,0.0310134295545001,6,119.844461394851,121.289466422232,0.341615888996775,0.642392227237416
6,"A_n500_p5_lam100","oracle",5.38019574505352,1.13298070090357,8.005556637869,2.02899397675933,14.8554036822875,8.21689646569837,0.718062169737221,0.577317727369215,3.73368059582917,120.389155583969,0.240778311167938,0.231265389417731,0.0310134295545001,6,119.844461394851,121.289466422232,0.341615888996775,0.642392227237416
6,"A_n500_p5_lam100","debiased",3.54364021642972,0.687809214019009,7.98597128579017,2.02594973864877,12.8448450356138,8.2061407378363,0.896833743835072,0.720979246224899,3.73368059582917,120.389155583969,0.240778311167938,0.231265389417731,0.0310134295545001,6,119.844461394851,121.289466422232,0.341615888996775,0.642392227237416
7,"A_n500_p5_lam100","random",6.59408712155375,0.740520261895145,7.98560881465248,2.02170776248987,15.8044862559712,8.21038014521302,0.580421400441617,0.702238629842459,3.70746511202557,120.704432218292,0.241408864436585,0.232441758329146,0.0307152359187662,6,120.151201849123,121.601452927652,0.332538588388176,0.643434335460541
7,"A_n500_p5_lam100","oracle",3.45898996892654,1.53830474283411,7.98286322648345,2.00806057839502,13.0476496693531,8.23202407113081,0.90335683359656,0.467116040870636,3.70746511202557,120.704432218292,0.241408864436585,0.232441758329146,0.0307152359187662,6,120.151201849123,121.601452927652,0.332538588388176,0.643434335460541
7,"A_n500_p5_lam100","debiased",8.45649057426763,1.74436534771105,7.98445292524128,2.02399123525101,18.5294554605189,8.21623192837241,0.388493214911927,0.423658563978402,3.70746511202557,120.704432218292,0.241408864436585,0.232441758329146,0.0307152359187662,6,120.151201849123,121.601452927652,0.332538588388176,0.643434335460541
8,"A_n500_p5_lam100","random",8.24444858096553,0.804875862320285,7.96376396293428,2.02111219500023,27.614014995617,8.18832905233559,0.406325971081698,0.677719281596886,3.71678114379611,117.258584510413,0.234517169020825,0.214487905429051,0.0316973052277128,6,116.725782002858,118.130208866803,0.477426267235217,0.898893665085301
8,"A_n500_p5_lam100","oracle",5.44509150895258,0.0361809252431614,7.96556475243276,2.01796596058874,23.987494970094,8.18719743829845,0.707621096363242,0.990904191729084,3.71678114379611,117.258584510413,0.234517169020825,0.214487905429051,0.0316973052277128,6,116.725782002858,118.130208866803,0.477426267235217,0.898893665085301
8,"A_n500_p5_lam100","debiased",8.49090404895246,1.12131639095967,7.95165077419678,2.02249613767954,27.282414207458,8.18033581318475,0.38216043086374,0.578358961443146,3.71678114379611,117.258584510413,0.234517169020825,0.214487905429051,0.0316973052277128,6,116.725782002858,118.130208866803,0.477426267235217,0.898893665085301
9,"A_n500_p5_lam100","random",10.1512060000375,2.8759990293725,7.97770120817336,2.0268615092915,26.1973140045352,8.19739153251678,0.251975551476004,0.240163223990485,3.71848928950443,117.642667111374,0.235285334222748,0.21678097845746,0.0316083388859595,6,117.109707019982,118.516448346491,0.460090356320717,0.858757089973786
9,"A_n500_p5_lam100","oracle",3.35941056133613,0.772757901634214,7.9908939355812,2.02785606171466,21.2563532532976,8.21005979203023,0.911074268513579,0.691358037225933,3.71848928950443,117.642667111374,0.235285334222748,0.21678097845746,0.0316083388859595,6,117.109707019982,118.516448346491,0.460090356320717,0.858757089973786
9,"A_n500_p5_lam100","debiased",7.85491114607783,2.99033884142166,7.98815433300483,2.02750231941448,23.8304282440257,8.20575028554154,0.446685808679313,0.226850651059809,3.71848928950443,117.642667111374,0.235285334222748,0.21678097845746,0.0316083388859595,6,117.109707019982,118.516448346491,0.460090356320717,0.858757089973786
10,"A_n500_p5_lam100","random",3.71782938855077,0.880940716758548,7.97540367471017,2.02743047520958,19.3595323930249,8.20969175182986,0.882344123045028,0.654913757195167,3.63592287013566,118.994642920074,0.237989285840148,0.222424735199634,0.0305553492233918,6,118.434251107795,119.860274993384,0.423169668806736,0.813721704220846
10,"A_n500_p5_lam100","oracle",17.4862733730462,1.59819751790551,7.97726404066506,2.03039528934351,32.9588037838345,8.21242908111914,0.0245883368513982,0.457347413460772,3.63592287013566,118.994642920074,0.237989285840148,0.222424735199634,0.0305553492233918,6,118.434251107795,119.860274993384,0.423169668806736,0.813721704220846
10,"A_n500_p5_lam100","debiased",3.62847525103183,0.469592903569323,7.96949975812775,2.02202557827397,21.0339235848228,8.20576521382409,0.889510816130431,0.804910107732544,3.63592287013566,118.994642920074,0.237989285840148,0.222424735199634,0.0305553492233918,6,118.434251107795,119.860274993384,0.423169668806736,0.813721704220846
11,"A_n500_p5_lam100","random",8.85171747483308,0.478311779589077,7.97695092647124,2.01413187110362,24.7984277720028,8.21052688510262,0.352434099425939,0.799538189026224,3.68387809577786,119.495773417566,0.238991546835132,0.224816383489931,0.03082852213446,6,118.94452041219,120.37653729384,0.405285499688045,0.782282985077618
11,"A_n500_p5_lam100","oracle",1.50384231988326,0.749439509841987,7.97467743468964,2.01318518312389,16.2294699123834,8.20256285334105,0.992994774586018,0.697063822303446,3.68387809577786,119.495773417566,0.238991546835132,0.224816383489931,0.03082852213446,6,118.94452041219,120.37653729384,0.405285499688045,0.782282985077618
11,"A_n500_p5_lam100","debiased",8.82817515735655,0.625114077307853,7.97047074045749,2.0175292189157,25.2476358673998,8.20671039518127,0.353851457083333,0.742833927018471,3.68387809577786,119.495773417566,0.238991546835132,0.224816383489931,0.03082852213446,6,118.94452041219,120.37653729384,0.405285499688045,0.782282985077618
12,"A_n500_p5_lam100","random",4.93534994664223,0.567283798435323,7.96408101598014,2.0149000688689,19.4823591613745,8.20874509361484,0.763890781246848,0.767476059991149,3.68412183997675,120.093093678106,0.240186187356213,0.227464896827151,0.0306772165421231,6,119.538138357592,120.979646071851,0.3857388684545,0.756425627353411
12,"A_n500_p5_lam100","oracle",3.88140288934638,0.273364283677701,7.9647847820487,2.01178785649397,19.052257425303,8.21055963859044,0.868002365220234,0.889243867286898,3.68412183997675,120.093093678106,0.240186187356213,0.227464896827151,0.0306772165421231,6,119.538138357592,120.979646071851,0.3857388684545,0.756425627353411
12,"A_n500_p5_lam100","debiased",5.27378460100176,0.256831472727887,7.97098052382692,2.01566742745845,20.5120088036877,8.21499051498484,0.727513124625074,0.898021339917809,3.68412183997675,120.093093678106,0.240186187356213,0.227464896827151,0.0306772165421231,6,119.538138357592,120.979646071851,0.3857388684545,0.756425627353411
13,"A_n500_p5_lam100","random",6.76186517769419,0.578076470283274,7.98503222842616,2.02753096341271,18.1925835858479,8.22062613669218,0.561806911453724,0.762985166886378,3.69317529345532,120.231215816955,0.240462431633911,0.228658564318675,0.0307172747806023,6,119.678066634214,121.120364764599,0.374077557934794,0.725046315688942
13,"A_n500_p5_lam100","oracle",8.40713305434791,1.15296588405307,7.95194278922853,2.02953637817654,21.0490636422562,8.19232755535713,0.389862971188924,0.571817508198988,3.69317529345532,120.231215816955,0.240462431633911,0.228658564318675,0.0307172747806023,6,119.678066634214,121.120364764599,0.374077557934794,0.725046315688942
13,"A_n500_p5_lam100","debiased",4.92977304592571,0.399316012795212,7.98473114381882,2.02614190815366,16.0807867249512,8.22095423802469,0.765635980614108,0.83461957581746,3.69317529345532,120.231215816955,0.240462431633911,0.228658564318675,0.0307172747806023,6,119.678066634214,121.120364764599,0.374077557934794,0.725046315688942
14,"A_n500_p5_lam100","random",11.2962291198068,8.23052118891049,7.9769530927455,2.02679022956079,29.7834944084897,8.20380290486795,0.183000537018266,0.0163355913208717,3.67488374961076,118.359195020381,0.236718390040762,0.219364403212916,0.0310485699820614,6,117.812122298171,119.228330067747,0.443676406611679,0.840606942459584
14,"A_n500_p5_lam100","oracle",7.72495314396408,5.0181591248992,8.00226704993748,2.03049104882136,24.9786548331656,8.22201092613088,0.461141550651206,0.0823458610821519,3.67488374961076,118.359195020381,0.236718390040762,0.219364403212916,0.0310485699820614,6,117.812122298171,119.228330067747,0.443676406611679,0.840606942459584
14,"A_n500_p5_lam100","debiased",12.4065379920119,8.38046360750771,7.97466460562935,2.02785578787936,30.9050578969943,8.20221005836495,0.131624807569694,0.0151825434313063,3.67488374961076,118.359195020381,0.236718390040762,0.219364403212916,0.0310485699820614,6,117.812122298171,119.228330067747,0.443676406611679,0.840606942459584
15,"A_n500_p5_lam100","random",8.15789129777478,1.9203433114128,7.93776035357525,2.00619442535172,17.2162199655866,8.17468305726317,0.412018046884268,0.384296576458084,3.71052294785441,120.318629660019,0.240637259320038,0.229513237426387,0.0308391390289196,6,119.768113743473,121.213569264555,0.364975526478891,0.694750095435605
15,"A_n500_p5_lam100","oracle",4.45093124040827,2.18383152217915,7.95599117180629,2.00666470802489,13.6020414708288,8.1852430375392,0.813160978114932,0.336396022725994,3.71052294785441,120.318629660019,0.240637259320038,0.229513237426387,0.0308391390289196,6,119.768113743473,121.213569264555,0.364975526478891,0.694750095435605
15,"A_n500_p5_lam100","debiased",11.3589561931171,2.00918467939944,7.93601840345016,2.00754838798309,20.9108045126271,8.17348173367066,0.176806678578513,0.367655824119582,3.71052294785441,120.318629660019,0.240637259320038,0.229513237426387,0.0308391390289196,6,119.768113743473,121.213569264555,0.364975526478891,0.694750095435605
16,"A_n500_p5_lam100","random",6.99875525174889,0.234794878911918,7.9780112022173,2.01373655595525,22.6450545111589,8.20817691107484,0.535125085192241,0.903376027533357,3.65878371973408,116.982765807512,0.233965531615024,0.21749603431793,0.0312762627424487,6,116.436344233416,117.840544703564,0.438157904344341,0.83669946395574
16,"A_n500_p5_lam100","oracle",1.89719294651097,0.101800855684886,7.97414074727255,2.01436175156061,19.2909755553586,8.20899334049764,0.984441124197878,0.963112171676413,3.65878371973408,116.982765807512,0.233965531615024,0.21749603431793,0.0312762627424487,6,116.436344233416,117.840544703564,0.438157904344341,0.83669946395574
16,"A_n500_p5_lam100","debiased",8.73393664171533,0.578371764226561,7.98071558533539,2.01763768918593,24.7448406843606,8.21093786361697,0.363109815671518,0.760153154993798,3.65878371973408,116.982765807512,0.233965531615024,0.21749603431793,0.0312762627424487,6,116.436344233416,117.840544703564,0.438157904344341,0.83669946395574
17,"A_n500_p5_lam100","random",9.96927477287771,1.38757566235215,7.97996195517739,2.02605769118771,18.996590025091,8.17674640632998,0.26472081630718,0.507703646719999,3.74882642539335,120.074798568692,0.240149597137383,0.230904756347177,0.031220759643821,6,119.534520559912,120.976523249525,0.338392916236985,0.605690729575314
17,"A_n500_p5_lam100","oracle",5.31603274484031,0.287760865119206,7.96241081589775,2.0219660258313,13.789385321549,8.16631555510592,0.721906500897569,0.881975209581558,3.74882642539335,120.074798568692,0.240149597137383,0.230904756347177,0.031220759643821,6,119.534520559912,120.976523249525,0.338392916236985,0.605690729575314
17,"A_n500_p5_lam100","debiased",8.96345828042227,1.53399430589695,7.99852326498067,2.02676497789254,17.5789384411106,8.1928363953743,0.344846744429621,0.471709773762091,3.74882642539335,120.074798568692,0.240149597137383,0.230904756347177,0.031220759643821,6,119.534520559912,120.976523249525,0.338392916236985,0.605690729575314
18,"A_n500_p5_lam100","random",9.0264220031103,2.43534483615429,7.96696942622664,2.00930193321849,18.9053492713356,8.18021832990657,0.336521934127291,0.29646457700172,3.73597370535935,119.850085082948,0.239700170165896,0.228194976590263,0.0311720571810499,6,119.30910540214,120.746071430479,0.370343552161635,0.682627213068962
18,"A_n500_p5_lam100","oracle",8.08053029539495,0.415872110882554,7.96293630979668,2.01904122553261,18.5888368019944,8.17062502142069,0.421967761998572,0.826778324952034,3.73597370535935,119.850085082948,0.239700170165896,0.228194976590263,0.0311720571810499,6,119.30910540214,120.746071430479,0.370343552161635,0.682627213068962
18,"A_n500_p5_lam100","debiased",6.94661970082548,1.63821353882792,7.96014032784439,2.01369411660261,17.5163763687451,8.17621934755306,0.539186377019498,0.445147716672478,3.73597370535935,119.850085082948,0.239700170165896,0.228194976590263,0.0311720571810499,6,119.30910540214,120.746071430479,0.370343552161635,0.682627213068962
19,"A_n500_p5_lam100","random",8.21899709031806,0.389791953474034,7.96629946003104,2.03165107345999,19.5130057966514,8.18204473259656,0.408928988625366,0.846430098768964,3.73875687363935,119.072340621876,0.238144681243751,0.225962699695886,0.0313990373760443,6,118.53712452911,119.961543404419,0.3824626720755,0.705977062767054
19,"A_n500_p5_lam100","oracle",1.72668610366374,0.293989076012845,8.00224912203715,2.04297759396416,8.86258941048018,8.20984836465412,0.989201410763869,0.887679446955687,3.73875687363935,119.072340621876,0.238144681243751,0.225962699695886,0.0313990373760443,6,118.53712452911,119.961543404419,0.3824626720755,0.705977062767054
19,"A_n500_p5_lam100","debiased",8.80206360685325,0.300113200597697,7.97124802722626,2.02997722256047,19.6231412584566,8.1866423862262,0.35599783771119,0.884813439254268,3.73875687363935,119.072340621876,0.238144681243751,0.225962699695886,0.0313990373760443,6,118.53712452911,119.961543404419,0.3824626720755,0.705977062767054
20,"A_n500_p5_lam100","random",6.00166776878382,0.633445808418683,7.97597814254207,2.01627833440529,16.6491971012185,8.1827138526721,0.646012091090741,0.739867172687109,3.71840017373705,119.362948796764,0.238725897593528,0.22744749448534,0.0311520468555805,6,118.819112157564,120.25155991626,0.366150441217744,0.667220975343152
20,"A_n500_p5_lam100","oracle",8.0677745999842,1.0340749775113,7.98096269164936,2.02350396356289,17.997701333851,8.19305050082333,0.424986637379664,0.605399844215793,3.71840017373705,119.362948796764,0.238725897593528,0.22744749448534,0.0311520468555805,6,118.819112157564,120.25155991626,0.366150441217744,0.667220975343152
20,"A_n500_p5_lam100","debiased",6.54812312020639,0.605879240610753,7.98069518143764,2.01924890827551,17.4974034792877,8.18781355835149,0.585025607651765,0.750353592170786,3.71840017373705,119.362948796764,0.238725897593528,0.22744749448534,0.0311520468555805,6,118.819112157564,120.25155991626,0.366150441217744,0.667220975343152
21,"A_n500_p5_lam100","random",10.5848284941484,2.95834446818081,7.96737789604634,2.01831179679363,24.6219748826831,8.2044764860185,0.222835665346542,0.228713272384564,3.67856482153813,119.72544543542,0.23945089087084,0.227427089861379,0.0307250042642135,6,119.170778279212,120.607739423725,0.376968410696383,0.730658797697799
21,"A_n500_p5_lam100","oracle",10.3888216782011,1.22054573650652,7.98427265605034,2.02022265047392,24.4435393092957,8.22375727433971,0.23668374379692,0.5513601449406,3.67856482153813,119.72544543542,0.23945089087084,0.227427089861379,0.0307250042642135,6,119.170778279212,120.607739423725,0.376968410696383,0.730658797697799
21,"A_n500_p5_lam100","debiased",16.0436762408944,3.02715383345722,7.97324494303396,2.00805285749914,30.0780916019875,8.2121316139981,0.0404427774105256,0.219195101299056,3.67856482153813,119.72544543542,0.23945089087084,0.227427089861379,0.0307250042642135,6,119.170778279212,120.607739423725,0.376968410696383,0.730658797697799
22,"A_n500_p5_lam100","random",5.5239370240927,1.30044291213251,7.99019734512997,2.02065131513115,17.4363145039065,8.19513875844157,0.70079645446737,0.528800378360753,3.75115272589259,119.550638832144,0.239101277664288,0.226914915342338,0.0313771031467212,6,119.014653355452,120.447836856563,0.379455173734415,0.69423136246495
22,"A_n500_p5_lam100","oracle",5.4894565818848,1.5984202788907,7.97918902533785,2.02359975101949,16.6393148024527,8.18448818448074,0.703793803225593,0.455685063051931,3.75115272589259,119.550638832144,0.239101277664288,0.226914915342338,0.0313771031467212,6,119.014653355452,120.447836856563,0.379455173734415,0.69423136246495
22,"A_n500_p5_lam100","debiased",3.96653878172708,0.906451994286223,7.99547261376023,2.0219156577769,16.7499627821128,8.20063606503006,0.861461414100424,0.645077787277726,3.75115272589259,119.550638832144,0.239101277664288,0.226914915342338,0.0313771031467212,6,119.014653355452,120.447836856563,0.379455173734415,0.69423136246495
23,"A_n500_p5_lam100","random",3.11821082010013,0.176601682762521,7.993032480703,2.03898428522297,19.7838873792202,8.22707521095653,0.928197754472073,0.933845154433694,3.66155445029773,118.689435808514,0.237378871617027,0.220677470595759,0.030849876615852,6,118.137269373933,119.558253219163,0.439020761828361,0.854934699842851
23,"A_n500_p5_lam100","oracle",6.93765537892995,0.39174479326107,7.97835167404767,2.03037197255185,23.9053703056336,8.21905242978112,0.541931009585177,0.839035706979281,3.66155445029773,118.689435808514,0.237378871617027,0.220677470595759,0.030849876615852,6,118.137269373933,119.558253219163,0.439020761828361,0.854934699842851
23,"A_n500_p5_lam100","debiased",2.4796625469092,0.2184519983679,7.9893308217987,2.03627646630887,20.3238015101387,8.22702602650102,0.963769264708903,0.914653606983797,3.66155445029773,118.689435808514,0.237378871617027,0.220677470595759,0.030849876615852,6,118.137269373933,119.558253219163,0.439020761828361,0.854934699842851
24,"A_n500_p5_lam100","random",7.43886893879569,0.474905077987092,7.9876408754889,2.02543644793103,19.7379071002437,8.1968725010825,0.489126496077458,0.800349671846669,3.75580935505141,118.862090420392,0.237724180840784,0.223261798014564,0.0315980422502065,6,118.331013253269,119.754566841902,0.410658769754025,0.755187918458567
24,"A_n500_p5_lam100","oracle",7.40981283517061,0.363413240699769,7.96769313502737,2.02125556670338,19.7414015134649,8.18126703362075,0.490215586136284,0.846129170785105,3.75580935505141,118.862090420392,0.237724180840784,0.223261798014564,0.0315980422502065,6,118.331013253269,119.754566841902,0.410658769754025,0.755187918458567
24,"A_n500_p5_lam100","debiased",5.41589403482261,0.0912860532588891,7.99557016399224,2.02060523857115,18.6601693093318,8.20401584180653,0.713071287452547,0.967770117091805,3.75580935505141,118.862090420392,0.237724180840784,0.223261798014564,0.0315980422502065,6,118.331013253269,119.754566841902,0.410658769754025,0.755187918458567
25,"A_n500_p5_lam100","random",5.40611157649134,2.1080465623437,7.95577338208335,2.01947826751001,19.7071874809856,8.17654247008978,0.71141812687711,0.351925948621988,3.7397131795994,119.462662249726,0.238925324499451,0.225998135810103,0.0313044520285499,6,118.924040375829,120.35727482162,0.390563820861525,0.730950805538855
25,"A_n500_p5_lam100","oracle",8.86110803906815,0.615470296699803,7.97595938212826,2.03148639541183,22.9993646391413,8.19480549182803,0.351513245128027,0.748303470958867,3.7397131795994,119.462662249726,0.238925324499451,0.225998135810103,0.0313044520285499,6,118.924040375829,120.35727482162,0.390563820861525,0.730950805538855
25,"A_n500_p5_lam100","debiased",6.36614641679413,2.4195647105103,7.94827092160395,2.01560385031708,20.0809270780548,8.17274623176288,0.602506574852865,0.300003670821019,3.7397131795994,119.462662249726,0.238925324499451,0.225998135810103,0.0313044520285499,6,118.924040375829,120.35727482162,0.390563820861525,0.730950805538855
26,"A_n500_p5_lam100","random",7.7477748889829,3.41500563991348,7.95871399290803,2.0302717797833,25.9320084835055,8.20164707535815,0.454536793213559,0.183897777954958,3.72088555791567,118.439676901348,0.236879353802696,0.218799967945423,0.0314158705533696,6,117.903153866274,119.321008199627,0.452613051503303,0.881670062843085
26,"A_n500_p5_lam100","oracle",6.06265484379881,1.12464616432806,7.9893422814132,2.02579575593329,23.8198476173187,8.2209052459898,0.640201707804937,0.578503682848647,3.72088555791567,118.439676901348,0.236879353802696,0.218799967945423,0.0314158705533696,6,117.903153866274,119.321008199627,0.452613051503303,0.881670062843085
26,"A_n500_p5_lam100","debiased",7.69925220815436,2.038804182158,7.95421398786796,2.0313636900677,25.7391822448914,8.19851102406617,0.459015845019826,0.366620148297477,3.72088555791567,118.439676901348,0.236879353802696,0.218799967945423,0.0314158705533696,6,117.903153866274,119.321008199627,0.452613051503303,0.881670062843085
27,"A_n500_p5_lam100","random",6.4444873171685,2.65160014066036,7.97160955892943,2.02482689204436,17.0592894398827,8.18696062984045,0.595825170234783,0.268443444173127,3.7330008185886,120.146002819659,0.240292005639318,0.229685195839797,0.0310705369382275,6,119.601966511956,121.044479482132,0.357820049765297,0.663079512182609
27,"A_n500_p5_lam100","oracle",12.4316645682016,1.54712861195438,7.96844868668301,2.03280032304397,21.5714641350476,8.1825670300362,0.130190613949956,0.469472564147714,3.7330008185886,120.146002819659,0.240292005639318,0.229685195839797,0.0310705369382275,6,119.601966511956,121.044479482132,0.357820049765297,0.663079512182609
27,"A_n500_p5_lam100","debiased",7.29672330321871,2.76627460549026,7.9642029310835,2.01861709153454,17.6667839645269,8.18273909025033,0.501868309821555,0.252296960191755,3.7330008185886,120.146002819659,0.240292005639318,0.229685195839797,0.0310705369382275,6,119.601966511956,121.044479482132,0.357820049765297,0.663079512182609
28,"A_n500_p5_lam100","random",13.4816212877584,1.60161474876634,8.00065575691547,2.03803109990623,27.1342659620773,8.2222813502211,0.0954615530173546,0.458110993838048,3.71090683253262,118.841065706745,0.237682131413489,0.224201202664882,0.0312257956495422,6,118.299212620099,119.723590873275,0.396667189765896,0.754770113103932
28,"A_n500_p5_lam100","oracle",13.9935937935586,2.35267482079168,7.9704967025617,2.03382283272948,26.5881039383297,8.19447064208202,0.0797859606540374,0.31353813340254,3.71090683253262,118.841065706745,0.237682131413489,0.224201202664882,0.0312257956495422,6,118.299212620099,119.723590873275,0.396667189765896,0.754770113103932
28,"A_n500_p5_lam100","debiased",15.3825652675633,1.34862467396268,8.00633694423419,2.03653620003559,29.4179176356012,8.22858192313715,0.0516387131734137,0.519843302921757,3.71090683253262,118.841065706745,0.237682131413489,0.224201202664882,0.0312257956495422,6,118.299212620099,119.723590873275,0.396667189765896,0.754770113103932
29,"A_n500_p5_lam100","random",7.84636348140591,0.376109449414979,7.95556429578654,2.03348997994817,15.9433246691769,8.18147113950971,0.444328871079209,0.845777639182403,3.70884190965854,119.378943219245,0.23875788643849,0.229023249009324,0.0310678065129716,6,118.833806397625,120.265033219921,0.345782442325244,0.651308534795185
29,"A_n500_p5_lam100","oracle",2.90417016047796,1.09893681498542,7.9815491563738,2.02458084320089,10.5553991764267,8.21327563178276,0.941596677605121,0.588119413681415,3.70884190965854,119.378943219245,0.23875788643849,0.229023249009324,0.0310678065129716,6,118.833806397625,120.265033219921,0.345782442325244,0.651308534795185
29,"A_n500_p5_lam100","debiased",6.29656959567898,0.214565273066069,7.95472274902006,2.03559120094391,15.0039296275639,8.18222543929237,0.611024415789418,0.916797740627271,3.70884190965854,119.378943219245,0.23875788643849,0.229023249009324,0.0310678065129716,6,118.833806397625,120.265033219921,0.345782442325244,0.651308534795185
30,"A_n500_p5_lam100","random",1.59631986206781,0.22051360859906,7.98783199472706,2.01320178935886,16.8500352116333,8.21667804506141,0.991466070936482,0.911124395533372,3.71919033408842,118.945123871677,0.237890247743353,0.224476082243739,0.0312681193900883,6,118.403417412404,119.832069970089,0.396765590040034,0.760756834932953
30,"A_n500_p5_lam100","oracle",4.01941212238628,0.0509755962665524,7.99169777262602,2.0144061520842,17.321034449911,8.21702014872298,0.85671599438775,0.986290995301243,3.71919033408842,118.945123871677,0.237890247743353,0.224476082243739,0.0312681193900883,6,118.403417412404,119.832069970089,0.396765590040034,0.760756834932953
